Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,family_size,cabin_multiple,name_title,norm_fare,is_alone,title_grouped,age_missing,age_group,fare_per_person,fare_group,cabin_known,cabin_deck,ticket_prefix,ticket_has_letters,sex_pclass,age_class
1,1,female,19.0,0,0,S,1,1,Miss,3.4339872044851463,1,Miss,0,adult,3.4339872044851463,high,1,B,NONE,0,female_1,19.0
1,1,female,48.0,1,0,C,2,1,Lady,3.703768066607687,0,Rare,0,middle_age,1.8518840333038435,very_high,1,A,NONE,0,female_1,48.0
0,3,male,,0,0,Q,1,0,Mr,2.1676241075599285,1,Mr,1,adult,2.1676241075599285,low,0,Unknown,NONE,0,male_3,85.5
1,1,female,,1,0,C,2,1,Mrs,4.993969182787072,0,Mrs,1,adult,2.496984591393536,very_high,1,B,PC,1,female_1,28.5
0,1,male,40.0,0,0,S,1,1,Mr,0.0,1,Mr,0,middle_age,0.0,low,1,B,NONE,0,male_1,40.0
0,3,male,31.0,0,0,S,1,0,Mr,2.1719067693519296,1,Mr,0,adult,2.1719067693519296,low,0,Unknown,NONE,0,male_3,93.0
0,3,female,8.0,3,1,S,5,0,Miss,3.0944457464900235,0,Miss,0,child,0.6188891492980046,high,0,Unknown,NONE,0,female_3,24.0
1,3,male,26.0,0,0,C,1,0,Mr,2.9850504252071306,1,Mr,0,adult,2.9850504252071306,high,0,Unknown,NONE,0,male_3,78.0
0,2,male,24.0,2,0,S,3,0,Mr,4.310799125385514,0,Mr,0,adult,1.4369330417951713,very_high,0,Unknown,S.O.C.,1,male_2,48.0
0,3,male,22.0,0,0,C,1,0,Mr,2.1076888046179385,1,Mr,0,adult,2.1076888046179385,low,0,Unknown,NONE,0,male_3,66.0
1,2,female,4.0,1,1,S,3,0,Miss,3.1780538303479458,0,Miss,0,child,1.0593512767826485,high,0,Unknown,NONE,0,female_2,8.0
1,1,male,45.0,0,0,S,1,0,Mr,3.3160025355989236,1,Mr,0,middle_age,3.3160025355989236,high,0,Unknown,NONE,0,male_1,45.0
1,1,female,42.0,0,0,C,1,0,Miss,5.4316456135398825,1,Miss,0,middle_age,5.4316456135398825,very_high,0,Unknown,PC,1,female_1,42.0
1,1,male,32.0,0,0,C,1,1,Dr,3.449987545831587,1,Rare,0,adult,3.449987545831587,high,1,B,NONE,0,male_1,32.0
0,3,male,51.0,0,0,S,1,0,Mr,2.2027647577118348,1,Mr,0,middle_age,2.2027647577118348,medium,0,Unknown,NONE,0,male_3,153.0
0,3,female,14.5,1,0,C,2,0,Miss,2.737880811060884,0,Miss,0,teen,1.368940405530442,medium,0,Unknown,NONE,0,female_3,43.5
0,3,male,,0,0,S,1,0,Mr,2.0856720914304723,1,Mr,1,adult,2.0856720914304723,low,0,Unknown,SOTON/O.Q.,1,male_3,85.5
0,3,male,27.0,1,0,C,2,0,Mr,2.737880811060884,0,Mr,0,adult,1.368940405530442,medium,0,Unknown,NONE,0,male_3,81.0
0,1,male,,0,0,S,1,1,Mr,3.3160025355989236,1,Mr,1,adult,3.3160025355989236,high,1,C,NONE,0,male_1,28.5
0,3,male,8.0,4,1,Q,6,0,Master,3.405355391810819,0,Master,0,child,0.5675592319684698,high,0,Unknown,NONE,0,male_3,24.0
0,2,male,42.0,1,0,S,2,0,Mr,3.332204510175204,0,Mr,0,middle_age,1.666102255087602,high,0,Unknown,NONE,0,male_2,84.0
1,1,female,40.0,1,1,C,3,1,Mrs,4.908971640319756,0,Mrs,0,middle_age,1.6363238801065851,very_high,1,E,NONE,0,female_1,40.0
1,3,female,5.0,4,2,S,7,0,Miss,3.4777725458882283,0,Miss,0,child,0.496824649412604,very_high,0,Unknown,NONE,0,female_3,15.0
0,3,male,30.0,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,0,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,90.0
1,3,female,,0,0,Q,1,0,Miss,2.169053700369523,1,Miss,1,adult,2.169053700369523,low,0,Unknown,NONE,0,female_3,85.5
0,3,male,4.0,4,1,Q,6,0,Master,3.405355391810819,0,Master,0,child,0.5675592319684698,high,0,Unknown,NONE,0,male_3,12.0
1,2,male,0.83,1,1,S,3,0,Master,2.9831534913471307,0,Master,0,child,0.9943844971157102,high,0,Unknown,NONE,0,male_2,1.66
1,2,female,28.0,1,0,S,2,0,Mrs,3.295836866004329,0,Mrs,0,adult,1.6479184330021646,high,0,Unknown,NONE,0,female_2,56.0
0,3,male,20.0,0,0,C,1,0,Mr,1.6119347926326877,1,Mr,0,adult,1.6119347926326877,low,0,Unknown,NONE,0,male_3,60.0
0,3,male,,0,0,C,1,0,Mr,2.1071782966514356,1,Mr,1,adult,2.1071782966514356,low,0,Unknown,NONE,0,male_3,85.5
0,1,male,,0,0,C,1,0,Mr,3.4561841799918147,1,Mr,1,adult,3.4561841799918147,high,0,Unknown,PC,1,male_1,28.5
0,3,male,17.0,0,0,S,1,0,Mr,2.2682524139135403,1,Mr,0,teen,2.2682524139135403,medium,0,Unknown,NONE,0,male_3,51.0
0,3,male,,0,0,C,1,0,Mr,2.2734137156937657,1,Mr,1,adult,2.2734137156937657,medium,0,Unknown,NONE,0,male_3,85.5
0,3,male,29.0,0,0,S,1,0,Mr,2.1719067693519296,1,Mr,0,adult,2.1719067693519296,low,0,Unknown,NONE,0,male_3,87.0
0,3,male,35.0,0,0,S,1,0,Mr,2.094945728215801,1,Mr,0,adult,2.094945728215801,low,0,Unknown,STON/O,1,male_3,105.0
0,3,female,6.0,4,2,S,7,0,Miss,3.4742929367327062,0,Miss,0,child,0.4963275623903866,very_high,0,Unknown,NONE,0,female_3,18.0
1,3,female,19.0,0,0,Q,1,0,Miss,2.1837114628556327,1,Miss,0,adult,2.1837114628556327,low,0,Unknown,NONE,0,female_3,57.0
0,3,male,21.0,0,0,S,1,0,Mr,2.180891922715322,1,Mr,0,adult,2.180891922715322,low,0,Unknown,NONE,0,male_3,63.0
0,3,male,20.0,0,0,S,1,0,Mr,2.3837779082709782,1,Mr,0,adult,2.3837779082709782,medium,0,Unknown,NONE,0,male_3,60.0
1,2,female,7.0,0,2,S,3,0,Miss,3.305053521109253,0,Miss,0,child,1.1016845070364176,high,0,Unknown,F.C.C.,1,female_2,14.0
1,3,male,39.0,0,0,S,1,0,Mr,2.188856327665703,1,Mr,0,middle_age,2.188856327665703,medium,0,Unknown,STON/O,1,male_3,117.0
0,3,male,26.0,1,0,C,2,0,Mr,2.737880811060884,0,Mr,0,adult,1.368940405530442,medium,0,Unknown,NONE,0,male_3,78.0
0,3,female,45.0,0,1,C,2,0,Mrs,2.737880811060884,0,Mrs,0,middle_age,1.368940405530442,medium,0,Unknown,NONE,0,female_3,135.0
0,3,male,33.0,1,1,S,3,0,Mr,3.0692150503137943,0,Mr,0,adult,1.0230716834379314,high,0,Unknown,NONE,0,male_3,99.0
1,2,male,2.0,1,1,S,3,1,Master,3.295836866004329,0,Master,0,child,1.0986122886681098,high,1,F,NONE,0,male_2,4.0
1,1,female,,1,0,C,2,1,Mrs,4.500966778400217,0,Mrs,1,adult,2.2504833892001086,very_high,1,C,NONE,0,female_1,28.5
0,3,female,26.0,1,0,S,2,0,Mrs,2.8390784635086144,0,Mrs,0,adult,1.4195392317543072,high,0,Unknown,A/5.,1,female_3,78.0
1,3,male,32.0,0,0,S,1,0,Mr,4.05171190165724,1,Mr,0,adult,4.05171190165724,very_high,0,Unknown,NONE,0,male_3,96.0
1,1,female,35.0,0,0,S,1,1,Miss,4.91730069488021,1,Miss,0,adult,4.91730069488021,very_high,1,C,PC,1,female_1,35.0
0,3,female,28.0,1,1,S,3,0,Mrs,2.7343675094195836,0,Mrs,0,adult,0.9114558364731945,medium,0,Unknown,NONE,0,female_3,84.0
0,3,male,39.0,1,5,S,7,0,Mr,3.4742929367327062,0,Mr,0,middle_age,0.4963275623903866,very_high,0,Unknown,NONE,0,male_3,117.0
0,3,male,28.0,0,0,S,1,0,Mr,2.3513752571634776,1,Mr,0,adult,2.3513752571634776,medium,0,Unknown,NONE,0,male_3,84.0
0,1,male,37.0,0,1,C,2,1,Mr,3.4242626545931514,0,Mr,0,middle_age,1.7121313272965757,high,1,C,PC,1,male_1,37.0
0,3,male,,0,0,S,1,0,Mr,2.1102132003465894,1,Mr,1,adult,2.1102132003465894,low,0,Unknown,A/4.,1,male_3,85.5
0,3,male,4.0,4,2,S,7,0,Master,3.4742929367327062,0,Master,0,child,0.4963275623903866,very_high,0,Unknown,NONE,0,male_3,12.0
1,1,male,23.0,0,1,C,2,2,Mr,4.164465907853638,0,Mr,0,adult,2.082232953926819,very_high,1,D,PC,1,male_1,23.0
0,3,male,38.0,0,0,S,1,0,Mr,2.0856720914304723,1,Mr,0,middle_age,2.0856720914304723,low,0,Unknown,SOTON/O.Q.,1,male_3,114.0
0,3,male,25.0,0,0,S,1,0,Mr,2.0856720914304723,1,Mr,0,adult,2.0856720914304723,low,0,Unknown,SOTON/O.Q.,1,male_3,75.0
1,2,female,29.0,0,0,S,1,1,Mrs,2.4423470353692043,1,Mrs,0,adult,2.4423470353692043,medium,1,F,C.A.,1,female_2,58.0
0,1,male,54.0,0,0,S,1,1,Mr,3.967694202798607,1,Mr,0,middle_age,3.967694202798607,very_high,1,E,NONE,0,male_1,54.0
1,2,female,24.0,0,2,S,3,0,Mrs,2.740840023925201,0,Mrs,0,adult,0.9136133413084003,high,0,Unknown,NONE,0,female_2,48.0
0,3,male,28.0,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,0,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,84.0
1,3,female,,0,2,C,3,0,Mrs,3.1509523813392697,0,Mrs,1,adult,1.0503174604464232,high,0,Unknown,NONE,0,female_3,85.5
0,3,female,14.0,0,0,S,1,0,Miss,2.180891922715322,1,Miss,0,teen,2.180891922715322,low,0,Unknown,NONE,0,female_3,42.0
1,2,female,41.0,0,1,S,2,0,Mrs,3.0204248861443626,0,Mrs,0,middle_age,1.5102124430721813,high,0,Unknown,NONE,0,female_2,82.0
0,3,male,,0,0,S,1,0,Mr,2.740840023925201,1,Mr,1,adult,2.740840023925201,high,0,Unknown,NONE,0,male_3,85.5
1,2,female,50.0,0,0,S,1,0,Miss,2.4423470353692043,1,Miss,0,middle_age,2.4423470353692043,medium,0,Unknown,W./C.,1,female_2,100.0
0,3,male,,0,0,C,1,0,Mr,2.1076888046179385,1,Mr,1,adult,2.1076888046179385,low,0,Unknown,NONE,0,male_3,85.5
0,3,male,21.0,0,0,S,1,0,Mr,2.1719067693519296,1,Mr,0,adult,2.1719067693519296,low,0,Unknown,NONE,0,male_3,63.0
1,1,female,22.0,0,2,C,3,1,Miss,3.9219733362813143,0,Miss,0,adult,1.3073244454271047,very_high,1,B,NONE,0,female_1,22.0
0,3,male,24.0,0,0,S,1,0,Mr,2.139571923732859,1,Mr,0,adult,2.139571923732859,low,0,Unknown,NONE,0,male_3,72.0
1,2,female,21.0,0,0,S,1,0,Miss,2.4423470353692043,1,Miss,0,adult,2.4423470353692043,medium,0,Unknown,C.A.,1,female_2,42.0
0,3,male,51.0,0,0,S,1,0,Mr,2.086193694502369,1,Mr,0,middle_age,2.086193694502369,low,0,Unknown,NONE,0,male_3,153.0
1,2,female,24.0,2,1,S,4,0,Mrs,3.332204510175204,0,Mrs,0,adult,0.833051127543801,high,0,Unknown,NONE,0,female_2,48.0
0,2,male,19.0,0,0,S,1,0,Mr,2.6390573296152584,1,Mr,0,adult,2.6390573296152584,medium,0,Unknown,NONE,0,male_2,38.0
0,3,male,22.0,0,0,S,1,0,Mr,2.2027647577118348,1,Mr,0,adult,2.2027647577118348,medium,0,Unknown,NONE,0,male_3,66.0
0,1,male,61.0,0,0,S,1,1,Mr,3.5409593240373143,1,Mr,0,senior,3.5409593240373143,very_high,1,B,NONE,0,male_1,61.0
0,3,male,,0,0,S,1,0,Mr,2.2027647577118348,1,Mr,1,adult,2.2027647577118348,medium,0,Unknown,A/S,1,male_3,85.5
0,3,male,19.0,0,0,S,1,0,Mr,2.4133032309283076,1,Mr,0,adult,2.4133032309283076,medium,0,Unknown,NONE,0,male_3,57.0
0,3,male,,0,0,S,1,0,Mr,2.2027647577118348,1,Mr,1,adult,2.2027647577118348,medium,0,Unknown,NONE,0,male_3,85.5
1,3,female,22.0,0,0,Q,1,0,Miss,2.169053700369523,1,Miss,0,adult,2.169053700369523,low,0,Unknown,NONE,0,female_3,66.0
0,3,male,28.0,0,0,S,1,0,Mr,3.1580636854714434,1,Mr,0,adult,3.1580636854714434,high,0,Unknown,C,1,male_3,84.0
1,2,female,54.0,1,3,S,5,0,Mrs,3.1780538303479458,0,Mrs,0,middle_age,0.6356107660695891,high,0,Unknown,NONE,0,female_2,108.0
0,3,male,41.0,0,0,S,1,0,Mr,2.094945728215801,1,Mr,0,middle_age,2.094945728215801,low,0,Unknown,SOTON/O2,1,male_3,123.0
0,3,male,28.5,0,0,C,1,0,Mr,2.1076888046179385,1,Mr,0,adult,2.1076888046179385,low,0,Unknown,NONE,0,male_3,85.5
0,3,male,,0,0,C,1,0,Mr,2.1855792552411137,1,Mr,1,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,85.5
0,2,male,21.0,1,0,S,2,0,Mr,2.5257286443082556,0,Mr,0,adult,1.2628643221541278,medium,0,Unknown,NONE,0,male_2,42.0
1,2,female,40.0,1,1,S,3,0,Mrs,3.6888794541139363,0,Mrs,0,middle_age,1.2296264847046454,very_high,0,Unknown,NONE,0,female_2,80.0
0,2,male,36.0,0,0,S,1,0,Mr,2.4423470353692043,1,Mr,0,middle_age,2.4423470353692043,medium,0,Unknown,C.A.,1,male_2,72.0
1,2,female,29.0,1,0,S,2,0,Mrs,3.295836866004329,0,Mrs,0,adult,1.6479184330021646,high,0,Unknown,NONE,0,female_2,58.0
1,3,female,15.0,1,0,C,2,0,Mrs,2.737880811060884,0,Mrs,0,teen,1.368940405530442,medium,0,Unknown,NONE,0,female_3,45.0
0,3,male,40.5,0,0,Q,1,0,Mr,2.169053700369523,1,Mr,0,middle_age,2.169053700369523,low,0,Unknown,NONE,0,male_3,121.5
1,3,male,29.0,0,0,Q,1,0,Mr,2.169053700369523,1,Mr,0,adult,2.169053700369523,low,0,Unknown,NONE,0,male_3,87.0
1,2,female,33.0,0,2,S,3,0,Mrs,3.295836866004329,0,Mrs,0,adult,1.0986122886681098,high,0,Unknown,NONE,0,female_2,66.0
0,3,male,19.0,0,0,S,1,0,Mr,2.2027647577118348,1,Mr,0,adult,2.2027647577118348,medium,0,Unknown,NONE,0,male_3,57.0
0,2,male,35.0,0,0,S,1,0,Mr,2.4423470353692043,1,Mr,0,adult,2.4423470353692043,medium,0,Unknown,NONE,0,male_2,70.0
1,1,female,18.0,2,2,C,5,4,Miss,5.5735788721243535,0,Miss,0,teen,1.1147157744248708,very_high,1,B,PC,1,female_1,18.0
0,3,female,18.0,1,0,S,2,0,Mrs,2.9338568698359038,0,Mrs,0,teen,1.4669284349179519,high,0,Unknown,NONE,0,female_3,54.0
0,1,male,,0,0,S,1,0,Mr,3.770459441106359,1,Mr,1,adult,3.770459441106359,very_high,0,Unknown,NONE,0,male_1,28.5
0,3,male,,0,0,Q,1,0,Mr,2.167143305297764,1,Mr,1,adult,2.167143305297764,low,0,Unknown,NONE,0,male_3,85.5
0,3,male,,0,0,S,1,0,Mr,2.2027647577118348,1,Mr,1,adult,2.2027647577118348,medium,0,Unknown,A./5.,1,male_3,85.5
0,1,male,21.0,0,1,S,2,1,Mr,4.360387947851531,0,Mr,0,adult,2.1801939739257654,very_high,1,D,NONE,0,male_1,21.0
1,3,female,,0,0,Q,1,0,Miss,2.17806441028492,1,Miss,1,adult,2.17806441028492,low,0,Unknown,NONE,0,female_3,85.5
1,1,female,39.0,1,1,C,3,1,Mrs,4.717456363787216,0,Mrs,0,middle_age,1.5724854545957385,very_high,1,C,NONE,0,female_1,39.0
0,3,male,20.0,0,0,S,1,0,Mr,2.180891922715322,1,Mr,0,adult,2.180891922715322,low,0,Unknown,NONE,0,male_3,60.0
0,1,male,58.0,0,0,C,1,1,Mr,3.4242626545931514,1,Mr,0,middle_age,3.4242626545931514,high,1,B,NONE,0,male_1,58.0
1,1,male,49.0,1,0,C,2,1,Sir,4.0592215752427645,0,Rare,0,middle_age,2.0296107876213823,very_high,1,A,PC,1,male_1,49.0
1,3,female,5.0,2,1,C,4,0,Miss,3.0085645861193133,0,Miss,0,child,0.7521411465298283,high,0,Unknown,NONE,0,female_3,15.0
1,1,female,39.0,1,1,S,3,1,Mrs,4.390118804571218,0,Mrs,0,middle_age,1.4633729348570725,very_high,1,E,NONE,0,female_1,39.0
0,3,male,17.0,0,0,S,1,0,Mr,2.2682524139135403,1,Mr,0,teen,2.2682524139135403,medium,0,Unknown,NONE,0,male_3,51.0
0,1,male,65.0,0,1,C,2,1,Mr,4.142804513146981,0,Mr,0,senior,2.0714022565734904,very_high,1,B,NONE,0,male_1,65.0
1,1,female,,1,0,S,2,0,Mrs,4.902678819257608,0,Mrs,1,adult,2.451339409628804,very_high,0,Unknown,PC,1,female_1,28.5
1,1,female,,0,0,C,1,0,Miss,4.717456363787216,1,Miss,1,adult,4.717456363787216,very_high,0,Unknown,NONE,0,female_1,28.5
0,3,male,21.0,0,0,S,1,0,Mr,2.2027647577118348,1,Mr,0,adult,2.2027647577118348,medium,0,Unknown,A./5.,1,male_3,63.0
0,1,male,31.0,0,0,S,1,1,Mr,3.941500250945973,1,Mr,0,adult,3.941500250945973,very_high,1,A,PC,1,male_1,31.0
1,3,male,32.0,0,0,S,1,0,Mr,2.188856327665703,1,Mr,0,adult,2.188856327665703,medium,0,Unknown,STON/O,1,male_3,96.0
0,2,male,39.0,0,0,S,1,0,Mr,2.6390573296152584,1,Mr,0,middle_age,2.6390573296152584,medium,0,Unknown,NONE,0,male_2,78.0
0,3,male,20.0,0,0,S,1,0,Mr,2.2027647577118348,1,Mr,0,adult,2.2027647577118348,medium,0,Unknown,A/5.,1,male_3,60.0
1,2,male,34.0,0,0,S,1,1,Mr,2.6390573296152584,1,Mr,0,adult,2.6390573296152584,medium,1,D,NONE,0,male_2,68.0
0,1,male,47.0,0,0,S,1,1,Mr,3.2804411805263554,1,Mr,0,middle_age,3.2804411805263554,high,1,E,NONE,0,male_1,47.0
1,1,male,36.0,0,0,S,1,1,Mr,3.3064287218760624,1,Mr,0,middle_age,3.3064287218760624,high,1,E,PC,1,male_1,36.0
0,3,male,21.0,0,0,S,1,0,Mr,2.8390784635086144,1,Mr,0,adult,2.8390784635086144,high,0,Unknown,NONE,0,male_3,63.0
0,3,male,,0,0,S,1,0,Mr,2.2027647577118348,1,Mr,1,adult,2.2027647577118348,medium,0,Unknown,A/5,1,male_3,85.5
0,3,male,,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,1,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,85.5
0,3,female,30.0,0,0,S,1,0,Miss,2.2682524139135403,1,Miss,0,adult,2.2682524139135403,medium,0,Unknown,NONE,0,female_3,90.0
0,3,male,,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,1,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,85.5
0,3,male,,0,0,C,1,0,Mr,2.1071782966514356,1,Mr,1,adult,2.1071782966514356,low,0,Unknown,NONE,0,male_3,85.5
0,3,male,33.0,0,0,S,1,0,Mr,2.267393053825037,1,Mr,0,adult,2.267393053825037,medium,0,Unknown,NONE,0,male_3,99.0
1,1,female,30.0,0,0,C,1,1,Miss,4.0592215752427645,1,Miss,0,adult,4.0592215752427645,very_high,1,E,PC,1,female_1,30.0
1,2,male,1.0,2,1,S,4,1,Master,3.6888794541139363,0,Master,0,child,0.9222198635284841,very_high,1,F,NONE,0,male_2,2.0
0,3,female,20.0,0,0,S,1,0,Miss,2.2682524139135403,1,Miss,0,adult,2.2682524139135403,medium,0,Unknown,NONE,0,female_3,60.0
1,2,female,34.0,1,1,S,3,0,Mrs,3.5115454388310208,0,Mrs,0,adult,1.170515146277007,very_high,0,Unknown,NONE,0,female_2,68.0
0,1,male,45.0,0,0,S,1,1,Mr,3.597312260588446,1,Mr,0,middle_age,3.597312260588446,very_high,1,T,NONE,0,male_1,45.0
1,2,female,36.0,0,0,S,1,1,Mrs,2.6390573296152584,1,Mrs,0,middle_age,2.6390573296152584,medium,1,D,NONE,0,female_2,72.0
0,3,male,39.0,0,0,S,1,0,Mr,2.188856327665703,1,Mr,0,middle_age,2.188856327665703,medium,0,Unknown,NONE,0,male_3,117.0
1,3,male,20.0,1,1,C,3,0,Mr,2.817902613071225,0,Mr,0,adult,0.9393008710237417,high,0,Unknown,NONE,0,male_3,60.0
0,3,male,34.5,0,0,C,1,0,Mr,2.006534770871748,1,Mr,0,adult,2.006534770871748,low,0,Unknown,NONE,0,male_3,103.5
0,3,male,28.0,0,0,S,1,0,Mr,2.3513752571634776,1,Mr,0,adult,2.3513752571634776,medium,0,Unknown,NONE,0,male_3,84.0
1,3,male,,2,0,Q,3,0,Mr,3.188416617383492,0,Mr,1,adult,1.0628055391278306,high,0,Unknown,NONE,0,male_3,85.5
0,3,male,,0,0,S,1,0,Mr,2.2027647577118348,1,Mr,1,adult,2.2027647577118348,medium,0,Unknown,A/5,1,male_3,85.5
0,3,female,10.0,0,2,S,3,0,Miss,3.224857896545748,0,Miss,0,child,1.074952632181916,high,0,Unknown,NONE,0,female_3,30.0
0,3,female,9.0,1,1,C,3,0,Miss,2.7878344138303452,0,Miss,0,child,0.9292781379434484,high,0,Unknown,NONE,0,female_3,27.0
0,3,male,,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,1,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,85.5
0,3,male,20.5,0,0,S,1,0,Mr,2.1102132003465894,1,Mr,0,adult,2.1102132003465894,low,0,Unknown,A/5,1,male_3,61.5
1,1,female,,1,0,S,2,1,Mrs,3.970291913552122,0,Mrs,1,adult,1.985145956776061,very_high,1,C,NONE,0,female_1,28.5
1,1,female,36.0,0,0,C,1,1,Miss,4.91730069488021,1,Miss,0,middle_age,4.91730069488021,very_high,1,C,PC,1,female_1,36.0
0,3,male,,0,0,S,1,0,Mr,2.2027647577118348,1,Mr,1,adult,2.2027647577118348,medium,0,Unknown,NONE,0,male_3,85.5
0,3,male,,0,0,S,1,0,Mr,2.145931282948669,1,Mr,1,adult,2.145931282948669,low,0,Unknown,S.O./P.P.,1,male_3,85.5
0,3,male,20.0,0,0,S,1,0,Mr,2.2682524139135403,1,Mr,0,adult,2.2682524139135403,medium,0,Unknown,NONE,0,male_3,60.0
0,3,female,22.0,0,0,S,1,0,Miss,2.4437981558973862,1,Miss,0,adult,2.4437981558973862,medium,0,Unknown,NONE,0,female_3,66.0
0,2,male,39.0,0,0,S,1,0,Mr,2.6390573296152584,1,Mr,0,middle_age,2.6390573296152584,medium,0,Unknown,NONE,0,male_2,78.0
0,3,female,37.0,0,0,S,1,0,Miss,2.3596740599781727,1,Miss,0,middle_age,2.3596740599781727,medium,0,Unknown,NONE,0,female_3,111.0
1,2,female,48.0,1,2,S,4,0,Mrs,4.189654742026425,0,Mrs,0,middle_age,1.0474136855066063,very_high,0,Unknown,NONE,0,female_2,96.0
0,2,male,23.0,0,0,S,1,0,Mr,2.6390573296152584,1,Mr,0,adult,2.6390573296152584,medium,0,Unknown,NONE,0,male_2,46.0
1,3,female,,0,0,Q,1,0,Miss,2.1676241075599285,1,Miss,1,adult,2.1676241075599285,low,0,Unknown,NONE,0,female_3,85.5
0,2,male,70.0,0,0,S,1,0,Mr,2.4423470353692043,1,Mr,0,senior,2.4423470353692043,medium,0,Unknown,C.A.,1,male_2,140.0
0,3,female,32.0,1,1,Q,3,0,Mrs,2.803360380906535,0,Mrs,0,adult,0.9344534603021782,high,0,Unknown,NONE,0,female_3,96.0
0,3,male,16.0,1,1,S,3,0,Mr,3.056356895370426,0,Mr,0,teen,1.018785631790142,high,0,Unknown,C.A.,1,male_3,48.0
0,2,male,21.0,0,0,S,1,0,Mr,4.310799125385514,1,Mr,0,adult,4.310799125385514,very_high,0,Unknown,S.O.C.,1,male_2,42.0
0,3,male,,0,0,S,1,0,Mr,2.1102132003465894,1,Mr,1,adult,2.1102132003465894,low,0,Unknown,NONE,0,male_3,85.5
0,2,male,42.0,0,0,S,1,0,Rev,2.6390573296152584,1,Rare,0,middle_age,2.6390573296152584,medium,0,Unknown,NONE,0,male_2,84.0
0,3,male,24.0,0,0,S,1,0,Mr,2.174274334826008,1,Mr,0,adult,2.174274334826008,low,0,Unknown,NONE,0,male_3,72.0
1,3,female,22.0,0,0,S,1,0,Miss,2.169053700369523,1,Miss,0,adult,2.169053700369523,low,0,Unknown,NONE,0,female_3,66.0
0,3,male,40.0,0,0,C,1,0,Mr,2.1071782966514356,1,Mr,0,middle_age,2.1071782966514356,low,0,Unknown,NONE,0,male_3,120.0
1,1,male,0.92,1,2,S,4,2,Master,5.027492411162679,0,Master,0,child,1.2568731027906697,very_high,1,C,NONE,0,male_1,0.92
0,3,male,33.0,0,0,C,1,0,Mr,2.2682524139135403,1,Mr,0,adult,2.2682524139135403,medium,0,Unknown,NONE,0,male_3,99.0
0,3,male,18.0,0,0,S,1,0,Mr,2.1719067693519296,1,Mr,0,teen,2.1719067693519296,low,0,Unknown,NONE,0,male_3,54.0
0,3,male,28.0,0,0,S,1,0,Mr,4.05171190165724,1,Mr,0,adult,4.05171190165724,very_high,0,Unknown,NONE,0,male_3,84.0
0,2,male,37.0,1,0,S,2,0,Mr,3.295836866004329,0,Mr,0,middle_age,1.6479184330021646,high,0,Unknown,SC/AH,1,male_2,74.0
1,3,female,5.0,0,0,S,1,0,Miss,2.600836116795061,1,Miss,0,child,2.600836116795061,medium,0,Unknown,NONE,0,female_3,15.0
1,3,female,13.0,0,0,C,1,0,Miss,2.1076888046179385,1,Miss,0,teen,2.1076888046179385,low,0,Unknown,NONE,0,female_3,39.0
0,2,male,27.0,0,0,S,1,0,Mr,3.295836866004329,1,Mr,0,adult,3.295836866004329,high,0,Unknown,NONE,0,male_2,54.0
0,2,female,38.0,0,0,S,1,0,Miss,2.6390573296152584,1,Miss,0,middle_age,2.6390573296152584,medium,0,Unknown,NONE,0,female_2,76.0
0,3,male,42.0,0,0,S,1,0,Mr,2.145931282948669,1,Mr,0,middle_age,2.145931282948669,low,0,Unknown,C.A.,1,male_3,126.0
1,3,male,3.0,1,1,S,3,0,Master,2.8273136219290276,0,Master,0,child,0.9424378739763425,high,0,Unknown,C.A.,1,male_3,9.0
1,2,female,28.0,0,0,S,1,0,Mrs,2.613739521630969,1,Mrs,0,adult,2.613739521630969,medium,0,Unknown,NONE,0,female_2,56.0
1,1,female,50.0,0,1,C,2,2,Mrs,5.515526544247129,0,Mrs,0,middle_age,2.7577632721235643,very_high,1,B,PC,1,female_1,50.0
1,1,male,51.0,0,0,S,1,1,Mr,3.3160025355989236,1,Mr,0,middle_age,3.3160025355989236,high,1,E,NONE,0,male_1,51.0
0,3,male,,0,0,C,1,0,Mr,2.1076888046179385,1,Mr,1,adult,2.1076888046179385,low,0,Unknown,NONE,0,male_3,85.5
1,1,female,26.0,0,0,S,1,0,Miss,4.380149874661021,1,Miss,0,adult,4.380149874661021,very_high,0,Unknown,NONE,0,female_1,26.0
0,3,male,,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,1,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,85.5
1,1,female,24.0,0,0,C,1,1,Mlle,3.922056501139853,1,Miss,0,adult,3.922056501139853,very_high,1,C,PC,1,female_1,24.0
1,1,male,42.0,1,0,S,2,1,Mr,3.9806942251907276,0,Mr,0,middle_age,1.9903471125953638,very_high,1,D,NONE,0,male_1,42.0
